,objectid,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,hood,hood_no,acres,sqmiles,sectors,tract,cdbg2014,tracttext,objectid_1,tractce10_,cnt_tractc,sum_lowmod,sum_lowm_1,lowmodperc,lowmodpe_1,cdbg2018,Shape__Are,Shape__Len,geometry,center,PPoorCon
0,1,42,003,040500,1,420030405001,Block Group 1,G5030,S,268195,0,+40.4406805,-079.9542332,Central Oakland,20,180.883,0.281,14,0405,Yes,405,7,040500,2,2775,2985,92.96482412,92.96,Yes,5079491.99523926,10442.0364495411,"POLYGON ((-79.9530403037863 40.4420349712273, -79.9530198257149 40.4420119858961, -79.9529913037875 40.4419799713587, -79.9529835341292 40.4419754394659, -79.95296730364601 40.4419659717527, -79.95289860066281 40.4419287224838, -79.9528843033623 40.4419209709967, -79.9527875159207 40.44187542401, -79.9526633036761 40.441816971345, -79.9526632239201 40.4418171287154, -79.9526493727188 40.4418445241612, -79.9526183043711 40.4419059717527, -79.9525728513273 40.441963311683, -79.95255330415431 40.4419879716396, -79.9525469346101 40.44199483063, -79.9525273031801 40.4420159715965, -79.95247230371091 40.4420789716078, -79.95229230323901 40.4422449717414, -79.95222788509081 40.4422754406171, -79.95221830426721 40.4422799716832, -79.9522181118061 40.4422800357089, -79.95207870711489 40.4423308255562, -79.9520783038966 40.4423309710724, -79.9520669618409 40.4423339961039, -79.95201830419219 40.4423469714804, -79.95201169947281 40.442348254046, -79.9519153035249 40.4423669712648, -79.95167830362659 40.4424159716381, -79.95165152027209 40.4424051309785, -79.9516363034008 40.442398971574, -79.9515113536681 40.4423629002649, -79.9513003039722 40.4423019717297, -79.9509713033781 40.4421869716271, -79.9507376696274 40.4421188283539, -79.9506593029473 40.4420959711878, -79.9506283658807 40.4420829238955, -79.9503463033103 40.4419639715632, -79.9500483031273 40.4418109719161, -79.9499447915974 40.441752423165, -79.94972830329451 40.4416299715401, -79.9496791882269 40.4416016877237, -79.9492473021738 40.4413529715136, -79.9492476882255 40.4413525164357, -79.94934830296251 40.4412339717309, -79.9494853031175 40.4409419715154, -79.94954830283361 40.4408539711541, -79.9496783029132 40.4407259716432, -79.9498813028586 40.4405669708034, -79.95001830280491 40.4404689716373, -79.9500813033353 40.4404319708433, -79.950111302731 40.4404279709913, -79.9501473032439 40.4404159715832, -79.9502853024085 40.4402969709577, -79.9507023025004 40.4399399711989, -79.9508413027505 40.4398219714809, -79.9508143028964 40.4397359708775, -79.9508093025058 40.439726970951, -79.9506653033132 40.4394659708354, -79.95061730266021 40.4393799710401, -79.9508043034388 40.4393489711006, -79.9513663034802 40.4392589710496, -79.95155430305461 40.4392289706383, -79.9515923028999 40.4392559708798, -79.9517063037671 40.4393369706056, -79.9517443033567 40.4393649707672, -79.9518623036257 40.4394279713751, -79.9522193040423 40.4396169711862, -79.9523383038499 40.4396799711919, -79.9523983031094 40.439619971276, -79.95258130335409 40.4394429707422, -79.9526423040079 40.4393839704837, -79.9527283035335 40.4392999711356, -79.952988303231 40.4390499704881, -79.9530753037215 40.4389669706602, -79.95314330399439 40.4388999711868, -79.9533483037621 40.4386989705755, -79.95341730413691 40.4386329707404, -79.953519303993 40.4385309708011, -79.953828304016 40.4382269707578, -79.95393230429769 40.4381259709735, -79.9539903043314 40.4380669704201, -79.95416730348509 40.4378929707145, -79.9542263037858 40.4378349707362, -79.9542873034343 40.4377739705296, -79.9544733040435 40.4375929709214, -79.95453530389319 40.4375329703744, -79.9546223039146 40.4374469703031, -79.95488430468551 40.4371929702468, -79.95497230449659 40.437107970597, -79.955077304176 40.4370049705169, -79.95539430443191 40.4366959701996, -79.9555003046774 40.436593970391, -79.9556333043415 40.4364639704975, -79.95591630432671 40.4361929703631, -79.9560403046048 40.4360809699712, -79.9561793046518 40.4359579699105, -79.95617730489541 40.4357839699962, -79.9561773043402 40.4357819700763, -79.95630130486759 40.4354209698933, -79.9563493049167 40.435293970353, -79.9564112519315 40.4351321065683, -79.956411304041 40.4351319695419, -79.9564864784199 40.4351616546141, -79.9566063043554 40.4352089700998, -79.95675430497469 40.4352669695265, -79.95686501313369 40.4353142147441, -79.9570683047252 40.4354009702595, -79.95712301428171 40.4354255892459, -79.9571883042111 40.435454969899, -79.9573813053676 40.4355409701219, -79.95753230505009 40.4356089703981, -79.95757230508489 40.4356269695304, -79.95786330067079 40.4357889742692, -79.95797230462649 40.4358399698074, -79.95812230469549 40.4359119702802, -79.9581913045859 40.4359849698835, -79.95826030535621 40.436046969807, -79.9584233047495 40.4361949702207, -79.9587023057428 40.436422970183, -79.95884656841859 40.4365404832714, -79.9588533056781 40.436545970509, -79.9588737366465 40.4365622847912, -79.95898730568931 40.4366529700616, -79.9593913059765 40.436976970016, -79.9595263058478 40.437085970503, -79.95978030561569 40.4372889703121, -79.95980830600099 40.4373119700803, -79.9598748849391 40.4373658156731, -79.9605403060436 40.4379039703257, -79.9607943065872 40.4381099705817, -79.9608833059179 40.4381819707233, -79.9611533063713 40.4383999699885, -79.9612433060753 40.4384729705072, -79.961294475079 40.438513906137, -79.961328305655 40.4385409704194, -79.9615843059857 40.4387469703783, -79.9616703058735 40.4388159706899, -79.961750306919 40.4388799706155, -79.96199330648111 40.4390739703038, -79.96207430659059 40.4391389706754, -79.9620740197753 40.43913917706, -79.96201330697021 40.4391829702552, -79.9618333067468 40.4393169707842, -79.96177330643729 40.4393619708879, -79.9614733060031 40.4395819701578, -79.9605743055383 40.4402439708335, -79.96050001486689 40.4402993099253, -79.9604763059688 40.4403169709649, -79.9602783064295 40.4404679712164, -79.9602572081865 40.4404842742115, -79.9602563066157 40.4404849707115, -79.96018930589079 40.4405369711696, -79.9601705110328 40.4405530796477, -79.9601683056253 40.4405549704132, -79.960142272186 40.4405744541562, -79.9600133061593 40.440670970557, -79.9599053057203 40.4407529710424, -79.9598544421353 40.4407888001782, -79.95959244904731 40.4409733533366, -79.95954330582261 40.4410079710955, -79.95938630558921 40.4411199709069, -79.9593433060478 40.4411499712712, -79.9592143063651 40.4412429712778, -79.95918223813089 40.4412666402902, -79.959172306258 40.4412739713518, -79.9591205938938 40.4413109091273, -79.95903230572419 40.4413739713008, -79.95889298236681 40.4414744274796, -79.958799305859 40.4415419706862, -79.958740880761 40.4415835247189, -79.95861230610051 40.4416749709006, -79.9584723060135 40.4417759709899, -79.9583793056664 40.4418419712387, -79.9581033052103 40.4420409708959, -79.9580113049291 40.4421079715066, -79.95785826414649 40.4422175683286, -79.9578563056008 40.4422189714649, -79.95744159524359 40.4425217591396, -79.9574413050414 40.442521970982, -79.9574039708078 40.4425010641722, -79.9573413051115 40.4424659714581, -79.9570443056042 40.4422989709009, -79.9569453047265 40.4422439708473, -79.9569343055352 40.4422379712153, -79.9569056850754 40.4422223598061, -79.9569013055867 40.4422199714579, -79.9568913047942 40.4422149716381, -79.95687330788 40.4422039688824, -79.95683930492019 40.4421849711814, -79.9568274899767 40.4421777511258, -79.9568213045758 40.442173971186, -79.9568156603324 40.4421709826849, -79.9568043046806 40.4421649709299, -79.9567313052635 40.4421229709795, -79.9565320310282 40.4420087091342, -79.9565133047908 40.4419979715923, -79.95650449679491 40.4419929561718, -79.9564414771271 40.4419570697719, -79.95644130529431 40.4419569712546, -79.9559223046104 40.4423279710351, -79.9559158277897 40.4423335233024, -79.9559157426809 40.4423335888886, -79.9559153047631 40.4423339711083, -79.9557544202324 40.44245539365, -79.9556503066775 40.4425339744706, -79.95539230421559 40.4426919713243, -79.95533854115099 40.4427130551567, -79.9552393050762 40.4427519718679, -79.95416630425269 40.4430249711491, -79.9535672094663 40.4431781379143, -79.95354830459959 40.4431829711996, -79.9535482506374 40.4431828352966, -79.9534793036747 40.4430089716991, -79.9534173041253 40.4428699716093, -79.9532134044004 40.4424128886966, -79.9532063039767 40.4423969715032, -79.9531953404196 40.4423730633914, -79.9530520696153 40.4420606306606, -79.9530403037863 40.4420349712273))",POINT (-79.95595589208102 40.43963051069009),0.0
1,2,42,003,040400,1,420030404001,Block Group 1,G5030,S,75472,0,+40.4458408,-079.9483932,North Oakland,56,320.679,0.499,14,0404,Yes,404,6,040400,2,1365,2020,67.57425743,67.57,Yes,2105489.3614502,6609.68812270479,"POLYGON ((-79.9472718054426 40.4470320827154, -79.9471639894207 40.446770273478, -79.9470543028994 40.446506183578, -79.9469375040057 40.4462581894196, -79.9468193856094 40.4459834474046, -79.946696863767 40.4457114492305, -79.9465856222314 40.4454546818712, -79.94654577339401 40.4453622528219, -79.94652141488601 40.4452488490719, -79.9465201333488 40.4450901021549, -79.9465199345543 40.4450654204109, -79.9465536743558 40.4449288592113, -79.94660874485901 40.4447989301223, -79.9467188181797 40.4446335451308, -79.94678519752109 40.4445336052086, -79.9467908377662 40.444525146066, -79.94690630270151 40.4445219718982, -79.94832730244249 40.4444829720802, -79.948657303117 40.4444479719223, -79.9486903024177 40.4446129719839, -79.9487163029097 40.4447349717113, -79.9487553023507 40.4451149718554, -79.94877330336681 40.4452829724489, -79.9490923028947 40.4452589719084, -79.9500493030817 40.4451889720784, -79.95036930373109 40.4451659723224, -79.9503823034663 40.445273972049, -79.95042430392 40.4455979726251, -79.9504383037485 40.445705972217, -79.9504523036403 40.4458169725915, -79.9504943039498 40.4461519727082, -79.9505083036013 40.4462639721365, -79.9505213034046 40.4463729726968, -79.95054130389811 40.4465359721235, -79.9505713039143 40.4466989721267, -79.950591303501 40.4468079727193, -79.9508683031824 40.4467919722602, -79.95111830319139 40.4467789726606, -79.95133730348 40.4467449719236, -79.951546303847 40.4466869720883, -79.95168030333529 40.4466329726852, -79.9517063043531 40.4466229722994, -79.9519143037174 40.4464839722936, -79.9519233037813 40.4466369725073, -79.9520363038955 40.446868972799, -79.9520563040178 40.4469099721385, -79.9525543046822 40.4479909725834, -79.9527273037132 40.4483659728598, -79.952551303891 40.4484919729499, -79.9520243043868 40.4488689723256, -79.9518493039503 40.4489959729263, -79.9512103035825 40.4494589727702, -79.9509553036736 40.4496439726706, -79.9507413041935 40.4498079731306, -79.9505473031616 40.4498649731111, -79.9500713032462 40.4500059732603, -79.94996830400569 40.450038973219, -79.94977730395181 40.4501019730789, -79.949594303311 40.4501509731674, -79.9494273031045 40.4501979730417, -79.9490503030752 40.450309973318, -79.9488703035686 40.4503649734561, -79.94884630311 40.4503719730555, -79.94877730333739 40.450391973315, -79.9487545484829 40.4503998878998, -79.9487543036081 40.4503999727354, -79.9487149597325 40.4503103013521, -79.947964019634 40.4485987392616, -79.9479029390675 40.4484595207986, -79.94769430301071 40.4479839729336, -79.9476942409436 40.4479839137559, -79.9476941211331 40.4479836385676, -79.9476382901771 40.4478558178926, -79.9475242302111 40.4475955006266, -79.9474074995541 40.4473359213927, -79.9473315972964 40.4471678378474, -79.9472879014708 40.4470710760512, -79.9472718054426 40.4470320827154))",POINT (-79.9494211800327 40.44736484092589),0.0
2,3,42,003,040200,2,420030402002,Block Group 2,G5030,S,282679,0,+40.4412437,-079.9626107,West Oakland,88,138.372,0.215,14,0402,Yes,402,5,040200,2,1070,1290,82.94573643,82.94,Yes,5998648.88494873,18280.4840809664,"POLYGON ((-79.9623033065081 40.4429449710879, -79.9621983072736 40.4428879714238, -79.9620749014221 40.4428212009271, -79.9619913061649 40.4427759711316, -79.9619551678842 40.4428110040152, -79.9617953065911 40.4429659711592, -79.9613273071549 40.4434229713738, -79.9612063063659 40.4435349711648, -79.961122306902 40.4436139711956, -79.9611109814044 40.4436199426445, -79.96106730678849 40.4436429711946, -79.9610053061906 40.4436619712193, -79.9609753059145 40.4436659711956, -79.9609440922838 40.4436700781586, -79.96093730620029 40.4436709710245, -79.9608416632113 40.4436659893201, -79.96084130651219 40.4436659709197, -79.9607962845231 40.4436529642332, -79.96075130662361 40.4436399710999, -79.9607480927493 40.4436382569676, -79.96073630655169 40.4436319709523, -79.9604793059964 40.4434919714012, -79.9604597570772 40.4434809529306, -79.96009430653881 40.4432749716005, -79.9598813058284 40.4431549708921, -79.9598670366661 40.4431692396631, -79.9598253058482 40.4432109713588, -79.95977830600179 40.4432439716681, -79.95944630631639 40.4434829718013, -79.95933630612009 40.4435629711823, -79.9593361980603 40.4435629119891, -79.9592939340877 40.4435397784773, -79.9589563059338 40.4433549717599, -79.95887502357451 40.4433103279421, -79.95870319332261 40.4432159516475, -79.95869230529161 40.4432099716742, -79.95829780989141 40.4429896989833, -79.95817830504301 40.4429229714707, -79.9580151738959 40.4428354033902, -79.9579473051303 40.4427989717198, -79.957923398948 40.4427857947187, -79.9578203055548 40.4427289709473, -79.95761991768251 40.4426195248187, -79.9574413050414 40.442521970982, -79.95744159524359 40.4425217591396, -79.9578563056008 40.4422189714649, -79.95785826414649 40.4422175683286, -79.9580113049291 40.4421079715066, -79.9581033052103 40.4420409708959, -79.9583793056664 40.4418419712387, -79.9584723060135 40.4417759709899, -79.95861230610051 40.4416749709006, -79.958740880761 40.4415835247189, -79.958799305859 40.4415419706862, -79.95889298236681 40.4414744274796, -79.95903230572419 40.4413739713008, -79.9591205938938 40.4413109091273, -79.959172306258 40.4412739713518, -79.95918223813089 40.4412666402902, -79.9592143063651 40.4412429712778, -79.9593433060478 40.4411499712712, -79.95938630558921 40.4411199709069, -79.95954330582261 40.4410079710955, -79.95959244904731 40.4409733533366, -79.9598544421353 40.4407888001782, -79.9599053057203 40.4407529710424, -79.9600133061593 40.440670970557, -79.960142272186 40.4405744541562, -79.9601683056253 40.4405549704132, -79.9601705110328 40.4405530796477, -79.96018930589079 40.4405369711696, -79.9602563066157 40.4404849707115, -79.9602572081865 40.4404842742115, -79.9602783064295 40.4404679712164, -79.9604763059688 40.4403169709649, -79.96050001486689 40.4402993099253, -79.9605743055383 40.4402439708335, -79.9614733060031 40.4395819701578, -79.96177330643729 40.4393619708879, -79.9618333067468 40.4393169707842, -79.96201330697021 40.4391829702552, -79.9620740197753 40.43913917706, -79.96207430659059 40.4391389706754, -79.96306130708049 40.438403970207, -79.96312630681631 40.4383549701711, -79.96319530663359 40.4382959703897, -79.9634113070847 40.4381139706019, -79.9634733063823 40.4380729699105, -79.96380830663421 40.4378979705847, -79.96393530655131 40.4378499704579, -79.963940760656 40.4378489984219, -79.9640643069521 40.4378269697738, -79.9642172028441 40.4378083244226, -79.9646383069943 40.4377569703921, -79.965022307886 40.4377049702317, -79.96533930713829 40.4376709699, -79.96550730685669 40.4374199696103, -79.9655263054734 40.4373929692729, -79.9656773069734 40.4371779700328, -79.96572039887729 40.437098279634, -79.96575030718181 40.4370429700666, -79.96588130721609 40.4368729697327, -79.9659088335759 40.4368387988103, -79.96591014428139 40.4368371728258, -79.96591030738691 40.4368369697045, -79.9660623070894 40.4367099695488, -79.9661270137421 40.4366728711755, -79.9662123070997 40.436623970184, -79.9663453074253 40.4365699695409, -79.9664953077674 40.4365149696984, -79.96671130718499 40.4364829694598, -79.9668429462845 40.4364702308685, -79.9669283081024 40.4364619699692, -79.96699430758591 40.4364609694676, -79.9674384094393 40.4364596450654, -79.96766430763419 40.4364589700974, -79.96827854525429 40.4364579977053, -79.9682963083483 40.4364579693034, -79.9683038325592 40.4364579996267, -79.96877084226971 40.436459857241, -79.96879930828069 40.4364599700846, -79.96897130902791 40.4365119700088, -79.9691863085627 40.4365819694316, -79.9702936511658 40.4369426099946, -79.9706237646356 40.4370501287764, -79.9712773093856 40.4372629695668, -79.9716153093741 40.4373729699234, -79.9716319434737 40.4373782121081, -79.9717803090134 40.4374249697215, -79.9726259492321 40.4376964336116, -79.97264630939991 40.4377029697079, -79.97265031702609 40.437704082676, -79.9726643092667 40.4377079701679, -79.97272030944001 40.4377259698942, -79.9727393102344 40.4377319699774, -79.97275631028241 40.4377369698361, -79.9728103097177 40.4377549701685, -79.9728283095161 40.4377609696735, -79.97292530969359 40.4377909694074, -79.9732183103857 40.4378819701563, -79.97326130991981 40.4378959694307, -79.9733183094113 40.4379079696465, -79.9735043098631 40.4379459696777, -79.9735388466584 40.4379536444997, -79.9735493105657 40.4379559700992, -79.9735757892104 40.4379582947296, -79.9740733096409 40.4380019697597, -79.97425679175061 40.438019351917, -79.9742633097615 40.4380199696751, -79.9742657694194 40.4380201187205, -79.9742963107668 40.4380219695013, -79.9743973098106 40.4380309700492, -79.97443131059239 40.43803396948, -79.9746223108132 40.4380499694357, -79.9751943110017 40.4381009694793, -79.97536925226871 40.4381173702389, -79.97538631022999 40.4381189696026, -79.97547438759619 40.4381265469426, -79.975479261506 40.4381269692762, -79.97547931114239 40.4381269728246, -79.9754863109584 40.4381269695415, -79.9757893104813 40.438147969753, -79.97583200189371 40.4381509283995, -79.9758903111597 40.4381549699319, -79.97613708392289 40.4381676435706, -79.9761495038906 40.4381682871581, -79.9762213107216 40.4381719693974, -79.9763534415145 40.4381793612923, -79.9765073114414 40.4381879692554, -79.976596567134 40.4381921240409, -79.9772163114754 40.4382209695399, -79.97753360454 40.4382362610289, -79.977542960913 40.4382367112789, -79.9775483116498 40.4382369693834, -79.9775100152373 40.4382993121322, -79.9775053113903 40.4383069692531, -79.9774753109224 40.4383359692526, -79.9774193114352 40.4383589696892, -79.9769083107031 40.4385719693543, -79.97680717579971 40.4386150765726, -79.9767863114098 40.4386239693799, -79.97678448423891 40.4386244442168, -79.9767363104807 40.4386369694868, -79.9766303105973 40.4386879700639, -79.9766174134666 40.4386942346167, -79.97497021016309 40.4393772205422, -79.9745332540077 40.4395584512519, -79.9745278172189 40.4395842983796, -79.9745239443136 40.4396030795776, -79.974516252201 40.4396422706198, -79.97451382722031 40.4396504693077, -79.9745071779824 40.4396531711039, -79.97450142379761 40.4396557700867, -79.97449300146189 40.4396591933813, -79.9744863578925 40.439662067134, -79.9744810441529 40.4396643999873, -79.97447528432571 40.4396668279114, -79.9744594612423 40.4396637857592, -79.97445461975531 40.4396804406191, -79.9744357224329 40.4397476492146, -79.9742523957395 40.4397327290539, -79.97408978928109 40.4397194692073, -79.97393709343331 40.4397070480987, -79.9738749308934 40.4397018950652, -79.9738040067392 40.4396898738861, -79.9736721001151 40.4396676130034, -79.9735672926049 40.439649808756, -79.97352031201601 40.4396418742854, -79.9735117285026 40.439640408866, -79.9735048983337 40.4396376223607, -79.97341294686581 40.4396009495493, -79.9733432958018 40.439573029305, -79.97328502647051 40.4395496952973, -79.9732516521259 40.4395320595863, -79.9731871906266 40.4394980332828, -79.97315107186429 40.4394789062461, -79.9729854789329 40.439402289842, -79.9729829245115 40.4394338308115, -79.9729842332172 40.4394871787777, -79.97298551117321 40.4395532260454, -79.97299150815191 40.4396534211229, -79.97300752231 40.4397304260021, -79.97302379857609 40.4397881192209, -79.97302386465471 40.4397882638911, -79.97302331024549 40.4397879700614, -79.9731006548661 40.4399561111634, -79.9731153100019 40.4399879705838, -79.9731253746797 40.4400025377665, -79.9731533103898 40.4400429702451, -79.97321230948489 40.440127970377, -79.9732163097549 40.4401329698369, -79.97337431055131 40.4403069704801, -79.97337468185989 40.4403072894521, -79.9735433096719 40.4404529700519, -79.97358083914919 40.4404843280135, -79.9737683100665 40.4406409705962, -79.9738108635064 40.4406765758182, -79.9738173104995 40.4406819705025, -79.9738934057668 40.4407841885157, -79.97395105228649 40.4408616244618, -79.9739513101039 40.4408619699398, -79.9738693818091 40.4408973122663, -79.9738493103816 40.4409059703466, -79.9738213102266 40.4409159701568, -79.97375321745881 40.4409413779742, -79.9736873097344 40.4409659707547, -79.973635310304 40.4409789700901, -79.9735813102391 40.4409869702145, -79.9735273104335 40.4409899704618, -79.9735219455862 40.440989576407, -79.9734183105321 40.4409819707377, -79.9734103105616 40.4409799706729, -79.9733587162489 40.4409683439259, -79.9733393106149 40.4409639705874, -79.97327730997679 40.4409389705635, -79.9732423097249 40.4409249705156, -79.97319927906349 40.4408961677543, -79.9728703097433 40.4406759698567, -79.9726873097035 40.4405529703532, -79.9724363097144 40.4403779701132, -79.972401168887 40.4403537115777, -79.9722813095219 40.4402709706174, -79.97220341319409 40.4401983853111, -79.9721647801392 40.4401623861199, -79.9721493098984 40.4401479705515, -79.97207831560701 40.4400709669871, -79.97207828599289 40.4400709270173, -79.9719993093025 40.4399249700315, -79.9719763091673 40.4398649700144, -79.9719073091058 40.4397599703118, -79.9718533090101 40.4397029698567, -79.9718383099637 40.4396909703392, -79.9717803096603 40.4396459698184, -79.9716873500972 40.4395969874884, -79.97168730947131 40.4395969711529, -79.97160930977461 40.4395709697922, -79.9715151553372 40.4395508598547, -79.97150630914319 40.4395489705218, -79.9714030146373 40.4395437177316, -79.9713883095674 40.4395429698144, -79.9713693091592 40.4395419702415, -79.9713253088367 40.4395449700459, -79.97126730932 40.4395509703773, -79.9711403097412 40.4395749703174, -79.9710793088459 40.4395879703697, -79.9707913091725 40.4396449706084, -79.97069104988751 40.4396654111966, -79.9706883092888 40.4396659701538, -79.9704913097351 40.4397139706033, -79.97045035215039 40.439661545772, -79.9704413086053 40.4396499703637, -79.97031030903349 40.4395239698705, -79.97021302011839 40.4394511649064, -79.9701593095203 40.4394109702118, -79.9700864495483 40.4393558582891, -79.9700813094248 40.4393519697794, -79.9700806684457 40.4393516244475, -79.97007727107641 40.439349136645, -79.97012375359471 40.4392873202985, -79.970210995548 40.4391673145086, -79.97024710860489 40.4391180528055, -79.97033435012 40.4389980469191, -79.97042159132469 40.4388780409643, -79.97052815348169 40.4387308915248, -79.9703662707249 40.4386712761995, -79.9702807794629 40.4386397108877, -79.9701193488886 40.4385801721187, -79.9699838394328 40.4385302609585, -79.96979002156689 40.4384693710306, -79.9696238934562 40.4384172161885, -79.9695558063638 40.4383957841845, -79.9693896746233 40.4383435434988, -79.9692262660845 40.4382921079105, -79.96916902969861 40.4382727843392, -79.96900458825139 40.4382172494907, -79.9688401487097 40.4381617999593, -79.96867615673111 40.4381062560224, -79.9686602609644 40.438100983923, -79.9684962720943 40.4380455252591, -79.9683318317547 40.4379899894513, -79.9682677818523 40.437968393617, -79.9681029267965 40.4379138951484, -79.96793722488761 40.4378609567987, -79.9677715232682 40.4378080191114, -79.9677252141616 40.4377931192035, -79.9675595116673 40.4377401803339, -79.9674373950397 40.4377012503143, -79.9672605455585 40.4376781284899, -79.9670832461252 40.4376550159312, -79.9669158750394 40.4376332567209, -79.9667590550244 40.437700192912, -79.96660887838721 40.4377642546888, -79.9665010796177 40.4378740118143, -79.96639327886599 40.4379836832856, -79.96632329204159 40.4380547873639, -79.96628683166639 40.4381892616269, -79.9662511816648 40.438321060056, -79.9663253672655 40.4384461187106, -79.9663772278453 40.4385342787997, -79.96648195346469 40.4386454511192, -79.966517811611 40.4386840638469, -79.9665205981711 40.4386868418367, -79.96657257212161 40.4387100432078, -79.9665572567813 40.4387224356921, -79.9665314391852 40.4387433527785, -79.9665205474307 40.4387673312006, -79.96650798953 40.4387952882995, -79.96649292958379 40.4388291274345, -79.9664870615161 40.43884193958, -79.9664764373675 40.4388740639516, -79.9664654065451 40.438907483468, -79.96645719707 40.4389310672017, -79.96645816157459 40.4389467508963, -79.9664621916141 40.4389737033526, -79.966465705104 40.4389986063238, -79.9665497862501 40.4389872974607, -79.9665842228772 40.4389826037029, -79.9666714239757 40.4389705484395, -79.96675951725931 40.438958303928, -79.96682927468819 40.4389485560817, -79.9669213942302 40.4389358053908, -79.9669559724048 40.4390858218369, -79.966990017239 40.4392332738125, -79.9670203954721 40.4393648353768, -79.9670502544384 40.4394942619194, -79.9670701520273 40.4395802890883, -79.96709950306921 40.4397079236184, -79.96710775985019 40.4397404578396, -79.96746487026169 40.4396851243678, -79.967505262076 40.4396800196787, -79.9675409219363 40.4396755129725, -79.96754429490289 40.43969612776, -79.9675729138561 40.4398561256432, -79.96762177402179 40.4400305805462, -79.96769012069861 40.4402921847667, -79.9677471618504 40.4405105019143, -79.9678175517415 40.4407795323692, -79.9678386340215 40.4408605602605, -79.9678662014792 40.4409578757641, -79.9678874222836 40.4410327849691, -79.9679010940703 40.4410760815241, -79.9679043090014 40.4410869708183, -79.96791430791809 40.4411019703124, -79.96794930888019 40.44115497068, -79.9679497515685 40.4411550585767, -79.9680053741755 40.4412044542278, -79.96806970247469 40.4412891131427, -79.9681771769469 40.4415246533548, -79.96832728647919 40.4418114139077, -79.9683363090311 40.4418339706049, -79.9684243791699 40.4420547592519, -79.96818049580099 40.4421310817325, -79.96809951079911 40.442154689535, -79.96803676929861 40.4421729689064, -79.9680056244338 40.4421821474854, -79.9679824846401 40.4421888562732, -79.9681627263075 40.4425197048064, -79.9677134242996 40.4426271798121, -79.9678326843663 40.4429532605409, -79.9678163081729 40.4429569711101, -79.967703671175 40.442982949959, -79.9673474605857 40.4430651080028, -79.96720930834459 40.4430969712473, -79.9671723086427 40.4431059709401, -79.96700730778269 40.4431439713863, -79.96681730846279 40.4431879707719, -79.9664443084292 40.443275971294, -79.9662513084583 40.4433289711323, -79.9661113085028 40.4433679709446, -79.96606828334259 40.4433842252276, -79.9660663018394 40.4433849614003, -79.965883689991 40.4431025725573, -79.9658723075426 40.4430849706828, -79.9658302624098 40.4429881170552, -79.96576030777371 40.4428269709677, -79.9657600762737 40.4428271384641, -79.9654833077404 40.4430279707163, -79.9654651974688 40.4430421093428, -79.9651823073504 40.4432629710371, -79.96511966046521 40.4433101829411, -79.9650443080876 40.4433669713605, -79.964994395174 40.4434032196553, -79.96418230767939 40.443992971562, -79.9641503715394 40.4440166655443, -79.9641273403103 40.4440337530888, -79.9641203070875 40.4440389714509, -79.96364130706201 40.4444139712497, -79.9634333076016 40.4445669717937, -79.9633788077504 40.4445988145642, -79.9632553076225 40.4446709711429, -79.9632554726464 40.4446705022326, -79.96328840910191 40.4445767593193, -79.96329430700079 40.4445599712589, -79.96333930771731 40.4443929709413, -79.9633633075772 40.4443079709324, -79.9633765927598 40.4441612025706, -79.9633843069584 40.4440759712396, -79.9633573076802 40.4438539716102, -79.9633263077379 40.4437589712953, -79.9632733068228 40.4436339708486, -79.9632556161537 40.443607081756, -79.963223307525 40.4435579715824, -79.9632053070908 40.44352897137, -79.9630563068678 40.4433829713457, -79.9630173069657 40.4433569713552, -79.962979924123 40.443331955667, -79.9628843067362 40.4432679708754, -79.9628173075981 40.4432309713213, -79.96267434671491 40.4431537978744, -79.9625913074297 40.4431089713541, -79.96246855151119 40.4430390691082, -79.9623033065081 40.4429449710879))",POINT (-79.96607506003055 40.44022751242401),0.037139
